74.1305,0.144921,18.5313,97.5088,64.7676,6.62309,53.0265,16.6269,73.2168,64.5106,78.9169,52.9338,30.9468,8.88586,50.7298,60.3422,63.0476,29.252,66.89,97.9917,79.4943,75.9467,13.7657,14.5362,15.8388,22.1807,77.0765,13.9703,4.02588,64.5445,97.1991,78.1564,64.6894,15.7304,75.6652,29.457,22.3535,28.6917,46.0839,95.5702,93.2023,25.0009,48.504,24.1491,33.8867,99.2338,84.4913,96.9343,28.4858,51.3813,94.926,7.98014,27.3279,8.69169,22.5164,43.1668,30.8724,99.5928,57.1371,34.8983,64.1373,54.3362,13.0547,28.8267,70.0665,88.7199,58.2838,92.42,17.4116,4.36769,87.9902,10.6139,29.3686,36.4942,34.763,63.2553,35.728,19.2542,60.1897,64.2139,70.6355,55.1157,72.194,97.9635,63.8074,94.7103,41.1302,94.6798,94.3031,98.2673,29.578,58.4405,52.6035,42.6327,87.2672,22.67,31.3526,45.5509,15.09,48.7642,49.9186,3.08017,59.378,79.2872,39.5744,94.141,42.5425,75.3024,13.3952,2.73215,39.5163,84.0307,57.8478,11.7103,81.9942,21.6552,6.42061,23.1244,16.335,0.723763,21.3917,45.913,59.1642,73.9952,88.5457,46.4314,96.6652,19.8983,
91.9823,11.7551,68.6624,41.901,14.8353,28.0404,21.1881,54.4097,22.1814,63.7306,29.7121,35.5766,66.4628,69.2284,19.6074,24.3106,80.9387,1.60156,45.9658,87.3593,24.726,62.3008,88.0831,46.1177,8.21381,47.2473,20.1128,96.7595,93.6787,16.778,16.6578,85.661,28.5331,85.3202,27.562,43.3684,13.3606,48.7501,97.7781,35.542,12.4807,27.4903,71.1187,78.9435,96.7187,90.7261,3.25415,77.6574,92.3276,49.22,65.0167,17.0536,11.5208,53.0998,63.1712,19.7346,0.347105,83.2841,16.4941,94.0258,0.0620447,33.1519,79.6868,28.5952,18.472,7.2488,71.9636,31.8326,55.9989,69.7417,67.3747,68.4797,97.232,38.4934,47.4232,93.9507,29.2194,50.6773,71.6082,21.5471,99.8973,36.6249,38.6007,11.4181,89.7247,1.7719,31.1527,90.0718,85.056,47.6468,84.0976,85.118,80.7987,63.7844,13.7132,99.2707,71.0332,85.6768,31.1033,27.0321,55.4185,98.478,95.5118,52.6505,36.9714,42.935,46.6013,66.1908,93.6123,18.2094,87.7379,93.5096,54.8343,26.3386,4.92772,44.559,28.1105,36.0804,34.6308,13.1664,83.7273,18.7284,98.2845,64.526,82.5128,11.9976,63.7967,53.546,
97.6744,94.9,80.5782,53.0929,93.378,76.0899,5.74344,30.3494,19.0249,52.3447,96.5403,12.6372,70.5541,84.2782,6.14678,25.3885,10.6168,11.0745,69.9475,38.7273,47.155,4.57827,51.8937,30.8822,23.3067,50.1782,95.4082,5.81949,62.1758,59.2049,59.3655,59.8502,54.1049,39.9437,12.9431,47.4829,16.0336,18.6866,77.8324,35.0585,71.0313,74.3726,47.6957,41.5854,58.6509,53.8425,66.9739,69.2677,64.917,36.9214,7.99494,12.0719,41.4996,59.8887,42.9542,64.8063,10.0669,38.3623,70.6258,72.2427,97.5672,29.9913,32.0929,51.6721,69.935,45.036,99.155,85.9686,63.7226,76.9874,21.0271,34.7539,51.36,68.7228,76.3393,10.0109,22.5653,43.3132,79.2785,87.4822,80.2345,87.2735,99.5542,21.7342,47.1622,42.5083,86.5405,57.229,80.8707,57.1662,29.4717,78.4379,87.1575,61.5646,30.11,57.0925,6.60067,29.265,43.0612,70.3233,6.25238,64.0883,5.07715,57.6124,32.8111,81.4165,67.6233,55.3764,24.7296,46.9018,42.8586,4.96419,34.1753,42.4128,26.6984,81.3374,84.9211,13.2388,38.5664,65.7918,70.405,68.0382,44.2296,57.5626,29.6028,74.3396,14.6551,36.2035,
3.60463,57.7163,6.52676,9.85701,21.8046,11.6039,67.4694,54.6156,93.0204,35.0927,9.99199,17.75,81.9945,52.8506,22.7142,16.1697,95.2634,49.4125,97.5072,80.1845,62.6513,36.0736,45.9762,33.0564,4.11179,90.2059,90.619,33.7146,64.5455,5.27412,69.9181,68.1501,62.9904,76.4449,78.0071,84.795,88.0488,45.4766,39.4106,81.0691,80.5692,49.4026,98.8191,62.5637,2.25319,21.5333,78.7335,97.5166,70.9458,76.2406,77.701,33.5972,12.3142,23.6773,66.6536,16.426,13.8832,57.2726,50.1406,78.4287,62.5467,20.0587,46.5788,25.5371,96.5036,24.5859,10.3321,84.5523,70.0625,49.7427,65.6214,50.6317,99.1453,64.4406,13.1954,1.39846,85.9739,91.9289,98.915,56.9197,68.1695,76.6161,90.5169,80.4837,0.293328,57.1705,96.9097,14.1765,14.4431,47.0503,92.6051,76.9898,67.109,39.1839,2.52686,63.6126,63.7699,12.8589,48.1649,33.8324,62.6016,13.7864,84.4641,61.7469,78.227,97.6595,63.1453,64.2008,89.5884,62.0604,21.1206,57.7579,38.6764,11.6375,38.2416,38.9698,68.808,35.1513,53.1462,83.251,82.2016,45.7514,60.2408,49.3107,84.9353,62.7677,12.9233,48.7052,
75.6266,61.0883,82.5376,38.2282,74.8746,67.0016,99.9751,53.1016,64.6612,63.1204,17.3024,54.2496,25.1808,38.423,12.0074,63.8572,50.0605,50.249,2.82696,18.8684,85.4003,55.9732,2.11946,67.602,1.72457,62.3602,16.9127,86.6599,25.1279,29.836,35.3651,0.754485,90.9242,17.9026,38.9827,65.7989,84.9043,38.9578,18.9005,49.5654,2.07817,36.2029,3.815,27.259,74.6259,15.8224,91.1162,24.6864,66.0714,93.9431,43.5548,51.4718,49.9163,45.6743,19.0737,51.6409,8.0345,35.9864,38.3008,33.1624,65.8224,73.6659,33.9169,56.7466,91.5685,72.8996,22.5454,76.4728,11.8573,41.4459,26.0382,13.9355,77.6488,29.8532,41.1944,52.2747,45.6757,32.3106,76.9611,11.7471,26.2537,20.5159,63.2189,76.1701,66.1901,82.2926,27.811,74.2246,18.279,66.1117,7.38704,84.1014,39.7776,41.3039,40.848,31.3461,14.2035,63.3934,7.8189,26.0608,4.83929,33.8571,39.9963,82.4881,63.7104,81.1907,34.7628,9.38602,13.5013,11.7239,21.1331,39.7551,32.2398,84.352,15.9251,98.4299,66.6447,43.7361,72.6545,84.9237,9.84783,80.0416,69.0251,49.6254,21.3455,9.87306,80.9715,35.549,
73.2665,88.7904,61.6098,78.1058,22.6476,1.60607,60.5938,86.3579,82.7968,95.3567,95.7439,96.2981,7.08054,16.8771,36.0532,39.3203,1.22909,51.9783,37.7502,67.8737,95.7144,10.4048,52.7974,5.56224,90.4463,21.8225,55.1877,11.7918,31.6956,36.1592,47.3408,4.96206,24.9496,8.9506,83.0678,47.5972,10.5567,43.6617,33.9551,93.3535,39.0183,29.6991,89.6516,46.0989,46.5762,25.7048,85.4192,47.8053,77.6832,23.1694,15.679,73.3976,33.5741,68.4764,78.9598,24.0205,90.299,34.1475,35.8123,21.9946,70.3067,83.1531,26.9566,95.2563,92.1037,10.0245,42.8535,2.6604,53.6861,76.8087,96.0139,92.7045,6.50778,85.6655,38.8033,53.0839,11.3703,24.2225,0.889187,89.0535,47.3919,16.5682,62.451,80.966,85.0446,41.4108,4.98649,75.3436,75.5583,40.7988,97.3382,45.865,23.9519,24.2948,41.1213,16.0557,34.3193,83.9749,18.7161,88.0054,60.7835,14.7299,80.7098,67.2913,0.395407,19.5132,20.3753,11.7657,43.7356,21.2644,0.819158,91.1275,37.8326,63.2702,72.0935,22.8773,4.68098,77.08,98.2209,80.2393,17.8788,95.559,26.1042,41.8308,19.8538,67.2255,57.8864,54.1731,
51.2004,76.6025,42.1785,11.9839,91.3324,22.8883,79.2753,91.7278,42.4015,99.6505,3.49351,86.1371,20.915,4.31267,77.2646,58.7476,67.5828,49.3582,81.6248,72.2638,26.4382,79.8457,52.5031,44.317,75.4047,78.6073,86.1478,95.2586,45.8329,44.0342,49.4316,97.0333,20.6367,91.6101,9.01723,11.9691,14.4984,88.2925,3.69688,56.8999,87.943,7.19039,43.037,8.85796,11.5031,20.3016,67.6055,79.0859,69.6598,49.2304,51.3497,96.0979,29.0761,3.85281,40.415,4.48078,82.4602,26.5628,99.7393,28.293,70.597,49.171,25.3263,91.2336,40.7811,34.3435,3.20272,55.2795,22.636,6.89959,12.1794,10.579,14.09,55.2164,19.437,25.593,75.518,87.0425,4.67894,45.1778,36.2729,56.0287,41.2757,65.349,59.8815,81.6907,69.8298,42.3416,8.25342,69.5691,70.6347,78.8504,18.7401,95.961,70.084,59.5211,30.3045,73.2867,14.8007,52.9406,80.1863,26.9801,63.5196,94.2763,82.1965,82.9566,19.8694,57.7145,69.9992,24.5483,2.89221,6.27206,80.5769,44.1679,71.621,40.4584,25.8586,41.4508,82.8,34.112,11.0199,53.4347,12.9624,29.7599,49.3957,83.0464,89.2811,79.7002,
56.3332,4.08174,32.6408,36.5195,31.0618,96.1604,30.7958,13.2583,79.117,50.6652,70.9727,49.1161,75.2135,73.865,55.3882,55.7904,18.0329,27.0092,96.2488,43.8914,68.46,79.0489,78.0035,79.4799,32.4835,90.9658,9.23977,81.8792,74.0123,98.5208,61.5794,30.3454,2.60257,94.2202,66.8649,33.6644,90.3805,97.6607,46.9227,69.4975,48.3259,17.8954,18.6136,23.5394,91.7604,74.0018,79.3298,9.79324,1.01106,75.5786,53.6847,69.4711,54.6275,31.6882,48.9509,87.111,22.654,58.1907,68.9902,96.6663,56.7115,30.5696,27.0117,59.3141,24.7898,93.8766,92.9785,15.1703,91.5373,39.9011,84.6678,39.8632,57.7966,3.28147,63.4026,49.5569,77.2833,42.7324,59.3502,78.2944,18.311,13.0349,47.7654,72.9385,44.723,96.7163,60.0494,67.377,54.907,29.0397,64.0433,11.6185,59.6093,91.0549,70.9326,84.3991,84.9315,63.911,99.5694,76.4689,3.81217,84.2372,16.3321,61.6087,87.5187,79.7347,11.1656,64.802,22.4671,70.5158,43.0963,40.7781,83.5507,90.8617,13.7166,28.2737,87.5781,73.766,95.6507,42.4851,2.80571,59.6939,54.1036,62.415,50.7489,25.0361,46.8141,35.6804,
88.9472,46.3834,12.1493,92.7593,30.6206,28.4814,54.368,18.1393,8.21617,65.5337,82.9412,30.6833,36.0495,26.0376,71.4615,19.6001,16.8993,85.1781,47.8738,4.47738,58.9441,43.5244,46.9624,61.7498,3.21835,1.06599,24.1648,53.9672,26.1021,70.9789,89.6476,15.0493,17.3623,1.79689,7.80862,47.9829,30.2783,62.1767,66.1222,38.4945,27.7103,49.0634,69.1778,63.7598,75.101,40.6393,83.36,92.0003,25.8173,31.2337,96.4777,84.7614,74.7582,43.4401,46.5112,77.9765,44.5061,70.6761,31.9437,70.6082,41.6549,21.5913,85.6575,59.0172,23.3882,93.4661,7.00013,53.6665,55.6428,73.1223,92.161,83.3531,22.1857,61.3388,47.113,97.2867,1.97809,30.4729,89.2871,27.7954,61.7067,85.7647,12.5568,36.4649,29.2049,59.0681,14.4414,73.711,29.7441,46.3851,44.3192,71.3991,67.9765,29.9767,30.4163,91.3647,23.4429,37.4164,45.0313,79.0857,10.5388,37.1923,62.4388,32.7245,98.5311,9.5518,30.0112,0.509233,40.0247,19.2983,28.3046,1.73141,5.06305,40.8615,38.1963,34.2679,99.9296,52.6377,7.97893,29.6737,99.0228,52.2982,1.07278,66.9993,82.2749,31.4891,58.364,5.71779,
68.9055,3.39529,84.8035,79.4443,40.5876,47.2423,12.1688,39.1187,56.7941,42.18,39.628,96.8188,61.4783,67.9326,98.5502,66.5414,8.79409,36.7465,0.809302,8.72365,89.3842,8.78823,38.3973,88.407,61.0864,39.4701,55.4062,43.3613,70.9592,13.7702,49.0791,39.8647,17.1655,33.8826,19.309,57.7531,81.1249,31.4778,96.8719,37.919,73.6578,36.4999,34.7378,35.1361,4.43249,33.288,1.67748,13.2266,70.0345,2.48678,21.9502,59.4187,11.275,60.3476,47.8257,72.3614,99.8177,3.23189,15.7227,70.7769,17.0021,64.8018,10.6416,34.1677,98.6844,29.9506,91.9208,79.8093,61.4284,88.7927,17.7282,35.0862,25.2926,52.466,70.2223,29.7251,85.7541,71.8998,42.9517,55.7886,74.3866,64.9019,15.2073,85.6616,25.2495,63.033,58.023,25.0672,66.2648,73.7457,95.8441,83.267,38.5475,6.48573,17.4347,37.2319,36.4364,9.35549,17.0412,97.8648,98.1482,34.7694,32.951,23.4408,87.2354,3.17328,53.1659,72.9895,75.0731,96.1175,28.7781,49.4596,61.0194,43.9854,35.1212,86.2689,7.01841,93.1442,11.3361,73.2833,66.8899,7.18017,56.5503,5.43745,13.6659,73.9849,42.6694,50.1023,
