76.3142,31.2181,16.0201,52.4944,55.3194,46.9695,87.3938,70.5408,27.9275,30.7112,81.7616,46.9787,23.3753,73.6246,69.4994,6.42038,23.8042,8.64958,29.0779,19.5613,16.2038,53.9717,87.8828,68.3465,49.2125,59.883,59.0112,60.7085,57.8109,62.5296,43.7859,34.1252,93.7478,59.806,86.6196,49.0671,6.77552,74.0134,19.6079,34.703,4.72461,1.36956,81.6817,28.0999,74.9941,51.1811,34.5203,98.7983,59.8307,63.5982,18.3596,76.0345,17.5699,6.24245,44.381,66.7824,66.1254,3.39223,27.4909,23.9364,65.9219,71.2768,58.0615,59.6696,31.0829,44.6812,8.73676,37.8584,18.6946,28.3447,72.5614,23.4192,29.7142,54.2431,51.5191,4.70837,5.42428,86.0393,3.50667,65.255,49.6375,21.8663,41.2895,67.2074,28.1087,85.6705,33.9899,94.2342,89.0628,61.4808,18.1705,54.9847,32.7576,76.2321,14.6543,63.8405,
20.9132,23.391,1.69887,39.6078,51.7357,74.2603,63.027,81.45,28.5034,14.5461,86.1583,33.9277,0.585459,89.665,99.1827,50.223,11.5313,40.4722,17.4304,39.64,26.1427,51.4203,33.8742,15.2055,12.901,52.0447,70.1902,45.6587,28.2768,84.8445,9.49914,49.1901,8.2355,11.198,88.7979,59.9712,85.4583,51.8249,41.4212,13.9617,66.371,27.5795,47.8893,66.9565,17.2445,47.072,17.1795,28.7758,87.5442,34.6099,68.4158,13.687,86.0301,2.29,28.8925,98.9311,54.3347,99.0827,44.5898,82.6115,83.9271,54.0889,31.8016,92.1626,65.2869,20.5995,52.1338,50.7452,72.4244,93.555,64.7069,38.7954,21.1345,12.5962,5.75194,38.379,59.6683,22.9314,67.1548,47.2125,57.5413,35.5706,60.8995,43.5714,37.8606,89.7919,42.5025,92.1953,88.8746,87.0923,74.8068,72.8017,41.1813,6.60844,64.9643,6.46822,
27.2079,17.0981,57.2134,99.6323,10.6532,21.9203,38.4278,31.7877,34.5166,44.1797,70.1666,94.1849,67.1111,37.3214,41.3973,24.6524,72.892,2.29679,68.2238,10.7526,92.0887,10.7263,2.94787,80.9633,97.8186,77.7547,53.765,38.9999,84.3631,18.7293,45.4681,11.5711,35.8275,2.68156,11.2034,46.4806,24.6019,49.6311,78.2683,59.1185,93.8109,48.4349,53.3033,60.922,85.7563,94.7007,85.5743,58.6483,96.9975,53.7981,69.4009,89.0862,64.5244,72.3488,70.0495,62.3431,50.1035,23.8145,1.34296,34.4666,42.5438,46.8111,46.0377,78.3713,49.4926,57.2411,24.8519,74.0945,6.87221,3.12021,33.213,0.683063,51.5551,86.5164,61.605,37.3115,81.217,47.1794,95.9598,78.2145,0.977496,65.3607,67.3007,65.5019,37.7094,37.3502,27.845,87.8129,61.1647,29.1879,22.2795,3.70857,75.999,68.3172,82.0799,25.4916,
25.5583,6.93182,99.5862,32.4305,10.052,32.7992,33.1135,61.6072,19.3155,94.7186,98.9186,0.532579,41.8979,94.8784,78.7471,42.8754,60.2391,46.0478,8.37735,97.9486,83.398,36.2223,85.7615,44.5627,65.4102,8.04103,48.2713,41.4092,76.3582,30.3511,66.9009,1.91649,37.283,66.4871,34.347,47.335,99.2863,67.4605,8.94215,18.6018,62.179,7.8608,19.1344,4.07698,2.73924,97.8815,46.9524,62.9784,43.9292,55.3298,60.927,27.3272,91.5521,46.6885,71.8899,56.9623,54.7295,20.1612,98.3716,31.0877,50.5123,65.2724,33.0042,87.7953,31.7595,67.3512,35.1302,31.0457,34.8117,44.0724,49.6475,96.9907,51.9332,68.7819,1.0677,54.6724,66.6634,48.0201,17.6508,10.5926,3.34987,78.5778,37.9198,94.9019,25.2663,9.8097,51.8643,79.9958,29.9709,50.2358,11.0836,80.4832,15.5083,44.0878,68.2784,47.2677,
11.439,3.40866,78.3135,46.2507,47.4811,27.961,43.2414,99.4143,96.7429,44.3091,54.0867,63.4063,92.3292,71.7375,73.9989,95.6791,50.3153,11.9187,90.581,75.5816,21.7284,42.4453,55.5774,51.6993,92.6811,66.661,32.1824,8.1894,10.7488,0.460854,55.4571,22.1878,3.86952,33.7706,68.4385,51.3506,61.7317,11.6799,50.7648,58.4746,55.989,4.85154,21.8809,48.3182,76.5891,95.8799,43.9973,26.9044,7.79857,34.5783,2.48601,29.527,77.0237,58.0634,81.2263,69.7048,24.7244,13.4087,77.8942,35.4732,13.8695,33.3513,57.6609,17.7391,67.122,26.0994,69.0897,28.8536,37.7793,19.8545,87.3282,93.7682,24.706,9.20918,42.0864,1.29511,5.08904,86.0837,28.1995,12.8876,20.662,30.6855,42.4146,97.6857,88.7489,23.6408,67.3905,13.4734,37.0495,45.2846,48.9465,50.9191,78.636,6.60749,68.6582,45.7579,
32.7069,37.7478,74.6116,70.4861,57.6023,61.9398,64.2544,82.3083,71.149,6.34078,83.6034,76.2381,92.4245,11.8029,89.1257,13.0865,42.4885,31.5402,10.7722,31.2374,55.1811,78.1626,44.7108,92.2306,23.4473,93.6573,43.1497,2.08328,0.264786,11.8079,47.8412,32.9717,49.5557,22.4528,3.45782,7.15797,84.3927,67.7122,89.4663,55.5417,74.053,73.0697,31.7797,66.4774,84.8727,20.9054,79.564,27.3611,52.4456,90.3361,58.5986,7.62674,68.4988,3.30932,99.8574,91.9461,96.9666,43.0071,94.0294,97.2314,54.815,41.8706,30.2031,4.37065,64.3234,33.6609,11.5286,48.7161,1.3731,0.99491,4.25774,75.4261,74.0647,36.0375,41.9035,58.9373,56.9429,21.4675,86.2985,9.38853,11.8036,44.897,17.0153,80.3024,48.2063,16.8727,72.2485,45.173,59.8797,66.2779,42.4044,14.6947,8.14845,72.6075,19.0654,72.4718,
6.26836,30.594,21.1879,7.64146,31.5889,25.4457,83.0675,5.65354,61.4831,24.9711,64.5909,18.426,46.4385,50.8893,27.8146,58.2421,95.7864,44.8298,38.5446,43.9927,61.7025,10.793,89.1657,21.5822,77.0709,31.5701,36.277,85.2193,4.17753,55.3423,57.6912,10.4459,85.9363,78.8791,18.0874,17.5252,4.32478,1.15489,23.1787,65.8079,26.1259,87.7696,84.2339,72.5645,38.659,12.0485,30.8066,34.4453,56.8783,69.3512,78.438,18.5808,80.1442,67.6038,40.163,57.2151,99.1738,76.44,42.4345,3.35136,31.7823,0.125688,13.7973,17.7186,79.0048,31.8846,35.2438,83.3296,33.0395,58.4226,49.1375,59.1655,46.1922,33.3714,31.7299,84.8511,45.4199,62.5366,19.2965,2.29824,31.8877,97.7345,20.879,12.032,65.3383,61.0421,69.2471,64.5121,37.4821,11.6816,67.8634,69.2644,11.8073,81.6607,86.983,90.8121,
13.5453,22.2269,74.1417,46.5848,80.6494,23.2792,5.75028,26.8416,56.6506,37.4802,11.6928,2.07054,0.0167775,30.9892,4.36879,31.9045,28.7237,25.2478,43.9365,94.062,86.2899,13.1836,58.5741,23.772,24.8652,26.4375,93.0364,36.6725,8.09824,80.0194,27.4846,21.6436,2.24627,1.62626,68.2284,82.8957,24.9054,73.9787,9.73733,81.5561,11.4589,21.4301,83.6266,11.4757,52.4193,87.9954,43.3802,81.1431,13.2432,87.3167,75.2051,99.5331,0.500287,33.7792,23.3051,25.3655,60.2167,16.3415,62.038,68.3149,96.3609,89.5226,89.9585,98.6072,91.1488,58.1869,81.5029,16.0543,32.1655,91.2402,97.6104,43.6244,12.6703,81.2369,55.1,65.0896,69.2323,98.4802,46.2327,82.4756,85.7969,21.4377,82.0087,86.2972,55.2169,5.31383,11.6627,15.4336,21.6553,73.7007,83.7485,18.0163,63.2232,73.707,16.6234,54.3721,
31.8939,98.1263,70.4264,64.0594,89.3666,68.0367,7.68381,2.03688,49.2737,62.7839,67.1265,18.506,61.2641,13.3592,0.981579,47.061,34.7969,82.9903,33.3582,90.0138,88.3041,45.0208,5.44743,9.95944,18.7215,89.196,27.9757,81.9448,62.903,44.5991,36.3169,94.7969,42.7255,6.74324,58.8563,32.092,74.78,66.5401,34.1289,24.0536,29.3239,1.25541,42.5597,90.588,14.6146,43.5412,37.649,49.4115,26.5315,71.0071,39.4254,14.8356,16.028,44.8728,24.7951,34.7495,34.0688,52.7708,16.6943,96.9717,97.3699,53.0111,91.7686,40.0954,59.7544,50.6249,72.1874,34.5343,17.165,6.31632,58.588,46.4889,7.57173,1.14763,37.0769,22.1863,44.6889,74.7259,71.5979,71.2204,45.7331,11.0232,86.056,61.7611,55.896,10.8511,96.5106,89.9648,63.6218,13.2048,86.9366,60.9918,66.216,78.7052,1.08713,25.9703,
29.3301,73.2745,60.5047,46.4951,79.5909,19.0926,92.984,87.1626,20.2403,30.0609,9.34892,64.9291,4.78685,80.9468,36.1495,50.5199,91.97,22.2055,12.281,47.8661,33.0566,8.79158,37.8309,96.6785,21.9964,24.7675,57.6702,88.2124,3.47265,58.7574,14.1827,32.8027,32.0319,74.6874,79.2978,11.6228,93.78,72.2818,98.7853,14.0203,2.34271,8.13426,78.9494,7.12957,89.0811,15.099,57.6495,81.0511,37.3045,69.9305,28.9172,70.3611,78.7221,66.7481,67.0396,0.718498,91.5155,24.7098,88.9309,94.9882,83.4672,3.11359,27.7909,15.4991,77.801,7.08874,27.1218,71.581,79.3705,25.9072,85.6013,81.7132,34.0414,64.5507,88.8428,23.1225,79.6496,46.4923,4.17359,16.9541,16.4228,33.0908,87.3152,95.1449,99.8388,54.3548,95.8634,91.3544,79.0647,84.7943,86.3426,62.5318,87.9079,14.1335,78.0309,65.7088,
21.2222,5.15276,37.2898,0.592754,31.0599,22.8911,82.306,65.1014,87.4418,71.1488,88.2239,67.0914,17.6411,92.3974,84.0455,34.0639,25.4882,71.3608,29.2088,25.327,25.7156,25.0722,16.6814,4.78027,9.86643,3.02397,67.3121,97.7743,17.1575,45.343,63.4831,38.3797,50.4958,0.772926,38.9725,81.5557,23.664,21.2784,46.6571,11.1058,92.4272,34.881,78.1971,10.0683,27.2784,62.2427,44.1322,52.7666,33.6034,73.341,78.0936,59.319,98.4132,94.775,64.0993,8.27963,97.799,31.4114,6.05392,14.9565,76.7544,69.537,53.3362,27.2502,70.31,92.3086,8.80597,93.974,13.5871,55.4631,5.07972,6.01431,90.344,83.2769,16.0826,17.6224,45.5195,60.2149,70.389,79.1229,33.5559,48.4826,38.442,31.9691,43.2577,2.54126,40.2487,41.0567,33.9527,46.3027,56.0132,10.7071,15.8397,9.34939,37.9574,86.1497,
