53123.6,30119.5,39897,47976.3,42533.2,47978.4,43467.8,56866.8,44282.2,34088.8,42883.2,41102.4,43429,49441.1,45804.3,45235.7,
43193.2,27210.3,37386.3,43567.7,35813.7,45956.3,41278.8,44024.4,39063.1,35016.6,36918.4,37792.1,32120.5,46190.2,29438.1,40482,
41086.1,24756.4,35360.4,38997.7,31498.1,44944.6,40861.1,52653.3,43968.5,39775,47878.8,43513.8,41394.8,51267.5,39029.2,44181.8,
42755,25085.6,41794,44708.1,44125,45688.9,39902.3,47495.1,40326.9,35083.1,44607.6,43262.5,37903.6,49046.1,37904.3,42285.7,
39776.8,22280.4,36061.5,41523.5,37231.2,36528.2,45219.4,46006.9,42072.6,34526.5,41610.8,41940.3,42311.7,46330.7,39413.4,37744,
53118.3,30006.7,37637.9,45923.1,41643,50331.8,52555.2,62961.8,50439.4,41773.7,50552.3,44769.8,47967.4,57307.9,50421.5,46710.9,
48704.9,28502.2,41378.4,53014,39930.2,54760.7,54584.5,55645.8,49326.6,42445.2,50160.7,49378.5,46401.5,60406.6,44187.6,48635.8,
43114.3,28193.2,39296.9,47712.6,37708.4,40672.2,45047.1,46913,44265.9,37813.9,44701.8,46229.6,44583.3,56383.2,37366.4,49541.6,
44632.7,30370.1,38355.5,47229.4,33513.4,45382.5,43408.1,43658.9,35531.5,30787.1,44763.6,39772.3,37134.5,49450.4,35571.8,42309.2,
27981.2,15438.6,23515.2,23753.5,20218.5,32101.7,27801.1,34424.5,24700,22861.1,33906.2,27544.2,25606.6,28264.6,30059.4,24627.4,
44113,20736.5,36778.8,37712.9,34699.6,36765.2,37852.3,39448.6,36776.2,30113.6,35773.7,35249.6,41348,41028,34086.5,38887.4,
49246,31295.3,39543,49672.2,34067.8,50060.5,49682.3,53556.1,41448,41227.3,50058.1,47601.1,47444.5,58945.2,41152.9,53441.4,
40205.8,25561.4,29172.1,38760.4,27486.2,38665,38920.3,48433,38277.4,30503.8,37589.5,34284.3,33973.7,45884.5,36811.5,41798.9,
35121.1,20314.2,29221.5,36309.2,30667.4,39436.3,36503,41888.8,35474.9,26924.5,32764.6,33311.7,28686.7,38461.8,32410.2,30100.8,
27173.3,13744.2,25577.2,27842.6,28369,28228.7,34336,34422.5,35252.3,30064.1,36043.8,33142.2,31798.7,39441.3,28914.2,26675.8,
33296,23718.7,28872.7,33422,25394,34121.2,31441,32770.2,27709,25636.1,33337.3,26251.9,25390.5,36371.8,25215.2,34331.4,
